,case_identifier,inputstate_2016,healthcov2_2016,educ_2016,marstat_2016,faminc_2016,presvote16post_2016
4140,51042953,Illinois,,Some college,Married,"$50,000 - $59,999",Hillary Clinton
4141,51044414,Indiana,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,"$20,000 - $29,999",Donald Trump
4142,51044951,Illinois,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,"$60,000 - $69,999",
4143,51057272,Ohio,I have private insurance or belong to an HMO.,High school graduate,Married,"$80,000 - $99,999",Hillary Clinton
4144,51080531,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,Prefer not to say,Hillary Clinton
4145,51119855,Michigan,I have private insurance or belong to an HMO.,4-year,Single,"$30,000 - $39,999",Donald Trump
4146,51141224,Indiana,I have private insurance or belong to an HMO.,Some college,Single,"$50,000 - $59,999",Hillary Clinton
4147,51173510,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,Prefer not to say,Donald Trump
4148,51181490,Arkansas,I have private insurance or belong to an HMO.,Some college,Married,"$80,000 - $99,999",Donald Trump
4149,51313874,South Carolina,I have private insurance or belong to an HMO.,High school graduate,Married,"$60,000 - $69,999",Hillary Clinton
4150,51323183,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$10,000 - $19,999",Hillary Clinton
4151,51369167,New York,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Hillary Clinton
4152,51375263,Ohio,I have private insurance or belong to an HMO.,Post-grad,Single,"$150,000 or more",Hillary Clinton
4153,51385703,North Carolina,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$60,000 - $69,999",Hillary Clinton
4154,51389111,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Widowed,Prefer not to say,Hillary Clinton
4155,51390437,Massachusetts,I have private insurance or belong to an HMO.,High school graduate,Married,"$40,000 - $49,999",Hillary Clinton
4156,51401810,Arkansas,Other,Post-grad,Married,"$100,000 - $119,999",
4157,51435497,Alaska,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$40,000 - $49,999",Donald Trump
4158,51451352,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Widowed,"Less than $10,000",Donald Trump
4159,51502826,Virginia,Other,Post-grad,Divorced,"$100,000 - $119,999",Donald Trump
4160,51519641,North Carolina,Other,Some college,Married,Prefer not to say,Donald Trump
4161,51526403,Florida,I have private insurance or belong to an HMO.,2-year,Married,"$100,000 - $119,999",Donald Trump
4162,51534143,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,Prefer not to say,Donald Trump
4163,51535691,Nebraska,Other,2-year,Married,"$80,000 - $99,999",Donald Trump
4164,51550625,Florida,Other,High school graduate,Married,Prefer not to say,Donald Trump
4165,51553988,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Divorced,Prefer not to say,Hillary Clinton
4166,51566870,Virginia,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Donald Trump
4167,51578558,Massachusetts,I have private insurance or belong to an HMO.,High school graduate,Married,"$20,000 - $29,999",Donald Trump
4168,51580469,Iowa,I have private insurance or belong to an HMO.,4-year,Married,"$80,000 - $99,999",Donald Trump
4169,51581486,Indiana,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$60,000 - $69,999",Hillary Clinton
4170,51590816,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Widowed,"$20,000 - $29,999",Hillary Clinton
4171,51652298,Wisconsin,I have private insurance or belong to an HMO.,4-year,Married,"$60,000 - $69,999",Donald Trump
4172,51664400,Oklahoma,Other,4-year,Single,"$120,000 - $149,999",Donald Trump
4173,51704273,Massachusetts,I have private insurance or belong to an HMO.,High school graduate,Married,"$60,000 - $69,999",
4174,51714971,Connecticut,I have private insurance or belong to an HMO.,No HS,Divorced,"$20,000 - $29,999",Hillary Clinton
4175,51718802,California,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$100,000 - $119,999",Other
4176,51719957,Arkansas,Other,2-year,Married,Prefer not to say,Hillary Clinton
4177,51726923,Georgia,I have private insurance or belong to an HMO.,Some college,Married,"$80,000 - $99,999",Donald Trump
4178,51733013,Michigan,I have private insurance or belong to an HMO.,2-year,Married,"$50,000 - $59,999",Hillary Clinton
4179,51741641,Iowa,I have private insurance or belong to an HMO.,High school graduate,Married,"$60,000 - $69,999",Donald Trump
4180,51754379,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Divorced,"$100,000 - $119,999",Donald Trump
4181,51759740,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$150,000 - $199,999",Donald Trump
4182,51764420,Ohio,,4-year,Married,"$30,000 - $39,999",Donald Trump
4183,51789389,Kentucky,Other,2-year,Divorced,"$40,000 - $49,999",Donald Trump
4184,51799883,Iowa,I have private insurance or belong to an HMO.,4-year,Married,"$80,000 - $99,999",Hillary Clinton
4185,51814241,Pennsylvania,Other,High school graduate,Married,"$50,000 - $59,999",Donald Trump
4186,51816566,South Carolina,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Donald Trump
4187,51819851,South Carolina,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Widowed,"$30,000 - $39,999",Donald Trump
4188,51831098,Georgia,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Domestic partnership,"$30,000 - $39,999",Hillary Clinton
4189,51853892,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,Prefer not to say,Hillary Clinton
4190,51865460,Minnesota,I have private insurance or belong to an HMO.,High school graduate,Married,"$120,000 - $149,999",Donald Trump
4191,51869264,Pennsylvania,I have private insurance or belong to an HMO.,2-year,Married,"$70,000 - $79,999",Hillary Clinton
4192,51869588,North Carolina,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$80,000 - $99,999",Donald Trump
4193,51887342,Utah,I have private insurance or belong to an HMO.,Post-grad,Married,"$50,000 - $59,999",Donald Trump
4194,51894551,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,Prefer not to say,Donald Trump
4195,51899909,Colorado,I have private insurance or belong to an HMO.,4-year,Single,"$40,000 - $49,999",Hillary Clinton
4196,51908774,New Jersey,Other,Post-grad,Married,"$80,000 - $99,999",Donald Trump
4197,51911843,New York,I have private insurance or belong to an HMO.,Post-grad,Married,Prefer not to say,Hillary Clinton
4198,51916076,Mississippi,I have private insurance or belong to an HMO.,4-year,Single,"$20,000 - $29,999",Hillary Clinton
4199,51921155,New York,I have private insurance or belong to an HMO.,Some college,Single,"$10,000 - $19,999",Hillary Clinton
4200,51934661,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Widowed,"$50,000 - $59,999",Hillary Clinton
4201,51949361,South Carolina,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Widowed,"Less than $10,000",Hillary Clinton
4202,51957848,Michigan,I have private insurance or belong to an HMO.,High school graduate,Married,"$60,000 - $69,999",Donald Trump
4203,51961007,Washington,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,Prefer not to say,Gary Johnson
4204,51968498,New Mexico,I have private insurance or belong to an HMO.,High school graduate,Married,"$80,000 - $99,999",Donald Trump
4205,51971696,California,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$40,000 - $49,999",Donald Trump
4206,51978932,Texas,I have private insurance or belong to an HMO.,4-year,Single,"$40,000 - $49,999",Donald Trump
4207,51995816,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$30,000 - $39,999",Hillary Clinton
4208,52002002,Pennsylvania,I have private insurance or belong to an HMO.,Post-grad,Married,"$200,000 - $249,999",Hillary Clinton
4209,52004768,New Jersey,I have private insurance or belong to an HMO.,4-year,Married,"$50,000 - $59,999",Donald Trump
4210,52005830,Texas,I have private insurance or belong to an HMO.,4-year,Married,"$250,000 - $349,999",Donald Trump
4211,52005944,Ohio,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,"$40,000 - $49,999",Jill Stein
4212,52015460,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Married,"$40,000 - $49,999",Donald Trump
4213,52018547,Indiana,I have private insurance or belong to an HMO.,Some college,Married,"$120,000 - $149,999",Hillary Clinton
4214,52024913,Iowa,I have private insurance or belong to an HMO.,High school graduate,Divorced,"$40,000 - $49,999",Donald Trump
4215,52062383,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,Prefer not to say,Hillary Clinton
4216,52070396,Texas,I have private insurance or belong to an HMO.,High school graduate,Married,Prefer not to say,Donald Trump
4217,52084205,California,I have private insurance or belong to an HMO.,2-year,Single,"$20,000 - $29,999",Donald Trump
4218,52084418,Arkansas,I have private insurance or belong to an HMO.,High school graduate,Divorced,"$20,000 - $29,999",Hillary Clinton
4219,52085924,Virginia,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Widowed,"$50,000 - $59,999",Hillary Clinton
4220,52089380,California,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Divorced,"$60,000 - $69,999",Hillary Clinton
4221,52125869,Connecticut,I have private insurance or belong to an HMO.,High school graduate,Married,Prefer not to say,Other
4222,52138934,Oregon,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Divorced,"$20,000 - $29,999",Donald Trump
4223,52149362,Illinois,Other,2-year,Domestic partnership,"$50,000 - $59,999",Donald Trump
4224,52163081,California,Other,4-year,Single,"$40,000 - $49,999",Hillary Clinton
4225,52165061,Ohio,I have private insurance or belong to an HMO.,High school graduate,Married,"$100,000 - $119,999",Hillary Clinton
4226,52178903,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$100,000 - $119,999",Hillary Clinton
4227,52188167,Louisiana,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$60,000 - $69,999",Donald Trump
4228,52188869,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,Prefer not to say,Donald Trump
4229,52191179,Florida,I have private insurance or belong to an HMO.,High school graduate,Married,"$80,000 - $99,999",Donald Trump
4230,52212389,Missouri,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$80,000 - $99,999",Donald Trump
4231,52225376,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$40,000 - $49,999",Hillary Clinton
4232,52243601,Washington,Other,Post-grad,Separated,"$40,000 - $49,999",Hillary Clinton
4233,52264667,Tennessee,,Some college,Widowed,"$20,000 - $29,999",Hillary Clinton
4234,52281149,California,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$30,000 - $39,999",Hillary Clinton
4235,52312616,New Mexico,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$30,000 - $39,999",Donald Trump
4236,52317698,Colorado,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Donald Trump
4237,52324211,Ohio,I have private insurance or belong to an HMO.,High school graduate,Married,"$40,000 - $49,999",Hillary Clinton
4238,52326683,Virginia,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Gary Johnson
4239,52332530,Pennsylvania,I have private insurance or belong to an HMO.,2-year,Married,"$20,000 - $29,999",Hillary Clinton
4240,52343573,Massachusetts,I have private insurance or belong to an HMO.,Some college,Single,"$60,000 - $69,999",Gary Johnson
4241,52347335,Illinois,Other,High school graduate,Widowed,"$10,000 - $19,999",Donald Trump
4242,52376477,North Carolina,I have private insurance or belong to an HMO.,4-year,Married,"$150,000 - $199,999",Hillary Clinton
4243,52383491,Virginia,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
4244,52401968,Ohio,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Single,"Less than $10,000",
4245,52414187,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Widowed,"$50,000 - $59,999",Hillary Clinton
4246,52428626,Texas,I have private insurance or belong to an HMO.,4-year,Single,"$20,000 - $29,999",Hillary Clinton
4247,52432112,Texas,I have private insurance or belong to an HMO.,2-year,Married,"$50,000 - $59,999",Donald Trump
4248,52445417,Connecticut,Other,High school graduate,Married,"$40,000 - $49,999",Donald Trump
4249,52459658,Florida,Other,High school graduate,Married,"$30,000 - $39,999",Gary Johnson
4250,52460132,Missouri,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Donald Trump
4251,52474334,California,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Single,"$10,000 - $19,999",Hillary Clinton
4252,52476740,Maryland,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Domestic partnership,"Less than $10,000",Hillary Clinton
4253,52495070,Florida,I have private insurance or belong to an HMO.,4-year,Married,"$60,000 - $69,999",
4254,52507631,New York,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 or more",Donald Trump
4255,52511075,Minnesota,I have private insurance or belong to an HMO.,4-year,Married,"$150,000 - $199,999",Donald Trump
4256,52514081,California,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Donald Trump
4257,52518614,California,I have private insurance or belong to an HMO.,Some college,Married,Prefer not to say,Donald Trump
4258,52520999,Massachusetts,I have private insurance or belong to an HMO.,4-year,Single,"$200,000 - $249,999",Hillary Clinton
4259,52523900,Arizona,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Donald Trump
4260,52553102,Colorado,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$30,000 - $39,999",Gary Johnson
4261,52563110,Michigan,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Single,"$50,000 - $59,999",Gary Johnson
4262,52568873,Vermont,I have private insurance or belong to an HMO.,Some college,Married,Prefer not to say,Hillary Clinton
4263,52582088,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Single,"$20,000 - $29,999",Hillary Clinton
4264,52598753,Florida,,Some college,Married,"$40,000 - $49,999",Hillary Clinton
4265,52599344,California,I have private insurance or belong to an HMO.,4-year,Married,"$80,000 - $99,999",Hillary Clinton
4266,52603289,Minnesota,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,"$30,000 - $39,999",Donald Trump
4267,52604912,Washington,I have private insurance or belong to an HMO.,High school graduate,Domestic partnership,"$60,000 - $69,999",Donald Trump
4268,52633238,Texas,I have private insurance or belong to an HMO.,4-year,Separated,"$20,000 - $29,999",
4269,52635500,Illinois,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
4270,52695992,Texas,Other,Some college,Widowed,"$30,000 - $39,999",Hillary Clinton
4271,52702088,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Divorced,Prefer not to say,Hillary Clinton
4272,52740647,Florida,I have private insurance or belong to an HMO.,High school graduate,Married,"$50,000 - $59,999",Donald Trump
4273,52751882,Texas,,Some college,Domestic partnership,"$80,000 - $99,999",Hillary Clinton
4274,52771844,Nebraska,I have private insurance or belong to an HMO.,High school graduate,Married,"$50,000 - $59,999",Donald Trump
4275,52777907,Michigan,I have private insurance or belong to an HMO.,Post-grad,Single,"$20,000 - $29,999",Hillary Clinton
4276,52778279,District of Columbia,I have private insurance or belong to an HMO.,4-year,Single,"$70,000 - $79,999",Hillary Clinton
4277,52801202,Missouri,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$80,000 - $99,999",Hillary Clinton
4278,52821632,Illinois,I have private insurance or belong to an HMO.,Some college,Single,"$60,000 - $69,999",Hillary Clinton
4279,52833746,Kansas,,4-year,Married,"$120,000 - $149,999",Other
4280,52835894,California,I have private insurance or belong to an HMO.,4-year,Married,"$30,000 - $39,999",Hillary Clinton
4281,52838243,Colorado,I have private insurance or belong to an HMO.,Some college,Married,"$10,000 - $19,999",Donald Trump
4282,52883327,Minnesota,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Married,"$20,000 - $29,999",Donald Trump
4283,52900238,Texas,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Gary Johnson
4284,52912052,California,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,"$50,000 - $59,999",Hillary Clinton
4285,52918835,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Single,"$20,000 - $29,999",Gary Johnson
4286,52939550,Wisconsin,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$50,000 - $59,999",Hillary Clinton
4287,52946780,Delaware,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Divorced,"Less than $10,000",Donald Trump
4288,52996925,Wisconsin,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Divorced,Prefer not to say,Hillary Clinton
4289,53000390,Washington,I have private insurance or belong to an HMO.,High school graduate,Divorced,"$30,000 - $39,999",Donald Trump
4290,53007407,Washington,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Divorced,"Less than $10,000",Hillary Clinton
4291,53026910,Wisconsin,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Widowed,"$40,000 - $49,999",Hillary Clinton
4292,53049635,Tennessee,Other,High school graduate,Married,"$80,000 - $99,999",Hillary Clinton
4293,53051492,Michigan,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
4294,53062718,Kentucky,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$50,000 - $59,999",Hillary Clinton
4295,53070446,Texas,,High school graduate,Divorced,"Less than $10,000",
4296,53091425,Tennessee,I have private insurance or belong to an HMO.,High school graduate,Married,"$80,000 - $99,999",
4297,53093201,Georgia,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Domestic partnership,"$100,000 - $119,999",Other
4298,53097470,Maryland,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$80,000 - $99,999",Donald Trump
4299,53109209,Florida,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Donald Trump
4300,53110880,Texas,I have private insurance or belong to an HMO.,Some college,Married,Prefer not to say,Hillary Clinton
4301,53118281,Missouri,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,Prefer not to say,Donald Trump
4302,53120933,South Carolina,I have private insurance or belong to an HMO.,2-year,Single,Prefer not to say,Hillary Clinton
4303,53152748,Iowa,Other,Some college,Married,"$40,000 - $49,999",Donald Trump
4304,53162387,California,I have private insurance or belong to an HMO.,Some college,Married,"$20,000 - $29,999",Donald Trump
4305,53203220,Washington,,High school graduate,Married,"$70,000 - $79,999",Donald Trump
4306,53215742,New York,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Donald Trump
4307,53222882,Pennsylvania,I have private insurance or belong to an HMO.,4-year,Married,"$70,000 - $79,999",Hillary Clinton
4308,53234036,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Widowed,Prefer not to say,Hillary Clinton
4309,53241176,Georgia,,4-year,Married,"$40,000 - $49,999",Gary Johnson
4310,53246285,Ohio,I have private insurance or belong to an HMO.,Post-grad,Married,"$100,000 - $119,999",Hillary Clinton
4311,53246615,California,I have private insurance or belong to an HMO.,2-year,Married,Prefer not to say,Donald Trump
4312,53250461,New York,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
4313,53254559,Missouri,I have private insurance or belong to an HMO.,Some college,Married,Prefer not to say,Donald Trump
4314,53288069,Florida,I have private insurance or belong to an HMO.,4-year,Married,"$60,000 - $69,999",Donald Trump
4315,53290823,Ohio,,High school graduate,Married,"$40,000 - $49,999",
4316,53291135,New York,I have private insurance or belong to an HMO.,Post-grad,Married,"$70,000 - $79,999",Donald Trump
4317,53297963,Massachusetts,I have private insurance or belong to an HMO.,Some college,Married,"$120,000 - $149,999",Donald Trump
4318,53299895,Maine,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$30,000 - $39,999",Hillary Clinton
4319,53299979,Kentucky,I have private insurance or belong to an HMO.,High school graduate,Married,"$70,000 - $79,999",Hillary Clinton
4320,53301362,California,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Widowed,"$20,000 - $29,999",Hillary Clinton
4321,53302148,Maryland,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$60,000 - $69,999",Hillary Clinton
4322,53308433,California,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$70,000 - $79,999",Hillary Clinton
4323,53319752,California,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Single,"$20,000 - $29,999",Donald Trump
4324,53328758,Pennsylvania,I have private insurance or belong to an HMO.,Some college,Married,"$50,000 - $59,999",Hillary Clinton
4325,53339858,New York,I have private insurance or belong to an HMO.,4-year,Divorced,"$20,000 - $29,999",Donald Trump
4326,53340983,California,I have private insurance or belong to an HMO.,Post-grad,Divorced,"$40,000 - $49,999",Hillary Clinton
4327,53341001,Hawaii,I have private insurance or belong to an HMO.,Post-grad,Married,Prefer not to say,Hillary Clinton
4328,53347382,Illinois,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,"$50,000 - $59,999",
4329,53347445,Ohio,I have private insurance or belong to an HMO.,High school graduate,Married,"$100,000 - $119,999",Donald Trump
4330,53351954,Texas,,Some college,Separated,"$20,000 - $29,999",Hillary Clinton
4331,53375288,Utah,I have private insurance or belong to an HMO.,Post-grad,Married,"$200,000 - $249,999",Hillary Clinton
4332,53389343,Ohio,I have private insurance or belong to an HMO.,4-year,Married,"$80,000 - $99,999",Donald Trump
4333,53390453,Georgia,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
4334,53391686,Connecticut,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Single,Prefer not to say,Hillary Clinton
4335,53396876,Georgia,I have private insurance or belong to an HMO.,Post-grad,Married,"$80,000 - $99,999",Hillary Clinton
4336,53399468,Michigan,I have private insurance or belong to an HMO.,2-year,Widowed,"$40,000 - $49,999",Donald Trump
4337,53401100,Maryland,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Divorced,"$20,000 - $29,999",Hillary Clinton
4338,53401295,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$20,000 - $29,999",Hillary Clinton
4339,53402636,New York,I have private insurance or belong to an HMO.,Some college,Married,"$100,000 - $119,999",Gary Johnson
4340,53404124,Nevada,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$100,000 - $119,999",Donald Trump
4341,53420018,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Widowed,"$20,000 - $29,999",Hillary Clinton
4342,53434817,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$60,000 - $69,999",Hillary Clinton
4343,53443820,New York,I have private insurance or belong to an HMO.,Some college,Married,"$70,000 - $79,999",Donald Trump
4344,53473574,Louisiana,Other,High school graduate,Married,"$50,000 - $59,999",
4345,53475386,North Carolina,,2-year,Divorced,"$10,000 - $19,999",Hillary Clinton
4346,53509916,Indiana,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Widowed,"$20,000 - $29,999",Donald Trump
4347,53511983,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$120,000 - $149,999",Donald Trump
4348,53513195,Georgia,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Single,Prefer not to say,Donald Trump
4349,53522939,Missouri,I have private insurance or belong to an HMO.,High school graduate,Married,"$60,000 - $69,999",Donald Trump
4350,53527535,Ohio,I have private insurance or belong to an HMO.,High school graduate,Single,"$60,000 - $69,999",Donald Trump
4351,53529515,Utah,,4-year,Married,"$100,000 - $119,999",Evan McMullin
4352,53536865,Florida,I have private insurance or belong to an HMO.,Some college,Divorced,"$20,000 - $29,999",Donald Trump
4353,53559350,Montana,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Divorced,"Less than $10,000",Donald Trump
4354,53564285,Connecticut,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Hillary Clinton
4355,53580707,Delaware,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Donald Trump
4356,53583140,Florida,I have private insurance or belong to an HMO.,High school graduate,Divorced,"$120,000 - $149,999",Hillary Clinton
4357,53590442,New York,I have private insurance or belong to an HMO.,4-year,Single,"$80,000 - $99,999",Jill Stein
4358,53609006,Missouri,I have private insurance or belong to an HMO.,Some college,Married,"$120,000 - $149,999",Donald Trump
4359,53621162,California,I have private insurance or belong to an HMO.,Some college,Married,"$150,000 - $199,999",Donald Trump
4360,53631902,Pennsylvania,I have private insurance or belong to an HMO.,Post-grad,Divorced,"$200,000 - $249,999",Donald Trump
4361,53632187,California,I have private insurance or belong to an HMO.,4-year,Single,"$60,000 - $69,999",Hillary Clinton
4362,53638946,Nebraska,Other,Some college,Married,Prefer not to say,Donald Trump
4363,53649524,Minnesota,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$70,000 - $79,999",Hillary Clinton
4364,53651240,Washington,I have private insurance or belong to an HMO.,4-year,Married,"$60,000 - $69,999",Donald Trump
4365,53656625,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$30,000 - $39,999",Donald Trump
4366,53658125,Florida,I have private insurance or belong to an HMO.,High school graduate,Divorced,"$60,000 - $69,999",Hillary Clinton
4367,53668613,California,I have private insurance or belong to an HMO.,Post-grad,Married,"$60,000 - $69,999",Hillary Clinton
4368,53699360,Washington,Other,High school graduate,Married,"$40,000 - $49,999",Hillary Clinton
4369,53699987,Florida,I have private insurance or belong to an HMO.,4-year,Married,"$150,000 - $199,999",Donald Trump
4370,53712011,Minnesota,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$30,000 - $39,999",Donald Trump
4371,53721335,Maryland,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Married,Prefer not to say,Hillary Clinton
4372,53730485,Alaska,Other,Some college,Single,"$40,000 - $49,999",Other
4373,53734289,New Jersey,I have private insurance or belong to an HMO.,Post-grad,Single,"$70,000 - $79,999",Other
4374,53736143,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,"$40,000 - $49,999",Donald Trump
4375,53748032,Ohio,I have private insurance or belong to an HMO.,Some college,Married,"$100,000 - $119,999",Donald Trump
4376,53771393,Iowa,I have private insurance or belong to an HMO.,2-year,Married,"$100,000 - $119,999",Hillary Clinton
4377,53772959,West Virginia,,High school graduate,Single,Prefer not to say,Other
4378,53778596,Ohio,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$70,000 - $79,999",Hillary Clinton
4379,53780999,Virginia,I have private insurance or belong to an HMO.,4-year,Married,"$200,000 - $249,999",Donald Trump
4380,53799053,Michigan,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Donald Trump
4381,53831378,Indiana,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$40,000 - $49,999",Donald Trump
4382,53843291,Minnesota,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$50,000 - $59,999",Hillary Clinton
4383,53848019,Utah,I have private insurance or belong to an HMO.,2-year,Single,"$30,000 - $39,999",Evan McMullin
4384,53854535,Oregon,Other,Some college,Separated,"$80,000 - $99,999",Hillary Clinton
4385,53865233,South Carolina,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$40,000 - $49,999",Donald Trump
